[7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.928, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948]
[7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.928, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948]
[7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.928, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948]
[7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.928, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948]
[7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.928, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948]
[7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.928, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948]
[7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.928, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948]
[7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.928, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948]
[7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.928, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948]
[7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.928, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948, 7.928, 7.948, 7.948, 7.948, 7.948, 7.948, 7.948]
