[24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.494, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409]
[24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.494]
[24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.409, 24.409, 24.409, 24.409, 24.409, 24.494, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409]
[24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.494]
[24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.409, 24.409, 24.409, 24.494, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409]
[24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.494]
[24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.409, 24.494, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409]
[24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.494]
[24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.494]
[24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.494, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.409, 24.494, 24.494]
